,,,DISTRICTWISE RAINFALL DISTRIBUTION,,,,,,,
27,KUSHI NAGAR,,0,0.1,-100%,NR,0,13.6,-100%,NR
28,LUCKNOW,,0,0.1,-100%,NR,13.1,24.3,-46%,D
29,MAHARAJGANJ,,0,0.2,-100%,NR,0,24.5,-100%,NR
30,MAU,,0,0,-100%,NR,0,12,-100%,NR
31,MIRZAPUR,,0,0.2,-100%,NR,0,32.4,-100%,NR
32,PRATAPGARH,,0,0,-100%,NR,1,23.7,-96%,LD
33,PRAYAGRAJ,,0,0,-100%,NR,0.4,23.9,-98%,LD
34,RAE BAREILLY,,0,0.1,-100%,NR,1,8.4,-88%,LD
35,SANT KABIR NAGAR,,0,0.1,-100%,NR,0,21.1,-100%,NR
36,SHRAWASTI NAGAR,,0,0.2,-100%,NR,5.1,34,-85%,LD
37,SIDDHARTH NAGAR,,0,0.1,-100%,NR,5.2,19.4,-73%,LD
38,SITAPUR,,0,0,-100%,NR,7.8,26.4,-70%,LD
39,SONBHADRA,,0,0.5,-100%,NR,0,28.4,-100%,NR
,,,DISTRICTWISE RAINFALL DISTRIBUTION,,,,,,,
S.No.,MET.,SUBDIVISION/ UT,DAY :,22.02.2026,TO,22.02.2026,PERIOD :,01.01.2026,TO,22.02.2026
,STATE/DISTRICT (NAME),,ACTUAL,NORMAL,% DEP.,CAT.,ACTUAL,NORMAL,% DEP.,CAT.
,,,(mm),(mm),,,(mm),(mm),,
40,SULTANPUR,,0,0.3,-100%,NR,1.6,19.6,-92%,LD
41,UNNAO,,0,0.2,-100%,NR,9,26.4,-66%,LD
42,VARANASI,,0,0.1,-100%,NR,0.1,28.3,-99%,LD
11,WEST UTTAR PRADESH,,0,0.1,-100%,NR,19.8,27.4,-28%,D
1,AGRA,,0,0,-100%,NR,9.7,16.5,-41%,D
2,ALIGARH,,0,0,-100%,NR,16.4,23.7,-31%,D
3,AMROHA,,0,0,-100%,NR,30.7,39,-21%,D
4,AURAIYA,,0,0,-100%,NR,6,17.1,-65%,LD
5,BADAUN,,0,0,-100%,NR,13.8,27.1,-49%,D
6,BAGHPAT,,0,0,-100%,NR,41.3,33.7,23%,E
7,BAREILLY,,0,0.2,-100%,NR,28.5,33.3,-14%,N
8,BIJNOR,,0,0.6,-100%,NR,38.1,55.5,-31%,D
9,BULANDSHAHAR,,0,0,-100%,NR,15.7,23.2,-32%,D
10,ETAH,,0,0.1,-100%,NR,14.3,18.2,-21%,D
11,ETAWAH,,0,0,-100%,NR,16.2,18,-10%,N
12,FIROZABAD,,0,0,-100%,NR,23.5,25.6,-8%,N
13,GAUTAM BUDDHA NAGAR,,0,0.3,-100%,NR,4.5,18.7,-76%,LD
14,GHAZIABAD,,0,0.3,-100%,NR,11,19.4,-43%,D
15,HAMIRPUR,,0,0.1,-100%,NR,7.7,22.4,-66%,LD
16,HAPUR,,0,0,-100%,NR,23.8,41.8,-43%,D
17,HATHRAS,,0,0,-100%,NR,11.8,20.2,-42%,D
18,JALAUN,,0,0.1,-100%,NR,10.2,18.6,-45%,D
19,JHANSI,,0,0.2,-100%,NR,8.2,22,-63%,LD
20,KASGANJ,,0,0,-100%,NR,17.4,26,-33%,D
21,LALITPUR,,0,0.1,-100%,NR,21.5,16.1,34%,E
22,MAHOBA,,0,0,-100%,NR,6.3,15.5,-59%,D
23,MAINPURI,,0,0,-100%,NR,9.2,19.4,-53%,D
24,MATHURA,,0,0,-100%,NR,13.3,14.9,-11%,N
25,MEERUT,,0,0.2,-100%,NR,51.8,35.2,47%,E
26,MORADABAD,,0,0.5,-100%,NR,28.7,41.1,-30%,D
27,MUZAFFARNAGAR,,0,0.5,-100%,NR,40.7,41.7,-3%,N
28,PILIBHIT,,0,0.1,-100%,NR,5.8,24,-76%,LD
29,RAMPUR,,0,0,-100%,NR,24.2,29.8,-19%,N
30,SAHARANPUR,,0,1,-100%,NR,23.6,54.8,-57%,D
31,SAMBHAL,,0,0.2,-100%,NR,74.2,26.4,181%,LE
32,SHAHJAHANPUR,,0,0,-100%,NR,9.3,27.6,-66%,LD
33,SHAMLI,,0,0.2,-100%,NR,14,33.8,-59%,D
12,UTTARAKHAND,,0,1.8,-100%,NR,46.1,88.7,-48%,D
1,ALMORA,,0,1.2,-100%,NR,57.5,77.9,-26%,D
2,BAGESHWAR,,0,1.2,-100%,NR,78.4,77.9,1%,N
3,CHAMOLI,,0,2.7,-100%,NR,38.5,96.3,-60%,LD
4,CHAMPAWAT,,0,1.7,-100%,NR,41.9,71.3,-41%,D
5,DEHRADUN,,0,1,-100%,NR,56.3,98.6,-43%,D
6,GARHWAL PAURI,,0,0.5,-100%,NR,29.1,80.7,-64%,LD
7,GARHWAL TEHRI,,0,1.1,-100%,NR,37.9,94.8,-60%,LD
8,HARDWAR,,0,3.8,-100%,NR,32.1,70.4,-54%,D
9,NAINITAL,,0,1.6,-100%,NR,62.6,77,-19%,N
10,PITHORAGARH,,0,2.9,-100%,NR,37.6,93.4,-60%,LD
11,RUDRAPRAYAG,,0,1.9,-100%,NR,56.4,110.6,-49%,D
12,UDHAM SINGH NAGAR,,0,0.5,-100%,NR,29.4,36.7,-20%,D
13,UTTARKASHI,,0,1.9,-100%,NR,57.4,111.9,-49%,D
13,HAR. CHD & DELHI,,0,0.2,-100%,NR,23.1,27.8,-17%,N
,HARYANA,,0,0.2,-100%,NR,23,27.6,-17%,N
1,AMBALA,,0,0.6,-100%,NR,60.4,54,12%,N
2,BHIWANI,,0,0.3,-100%,NR,23.2,20.2,15%,N
3,CHARKHI DADRI,,0,0,-100%,NR,15.5,28.3,-45%,D
4,FARIDABAD,,0,0.1,-100%,NR,13.2,25.3,-48%,D
5,FATEHABAD,,0,0.2,-100%,NR,27.6,21.9,26%,E
6,GURGAON,,0,0.2,-100%,NR,21.7,22.4,-3%,N
7,HISAR,,0,0.3,-100%,NR,17.1,19,-10%,N
8,JHAJJAR,,0,0.1,-100%,NR,18.5,18.9,-2%,N
9,JIND,,0,0.2,-100%,NR,24.8,29.2,-15%,N
10,KAITHAL,,0,0.2,-100%,NR,26.6,31.3,-15%,N
11,KARNAL,,0,0.5,-100%,NR,29.4,43.9,-33%,D
12,KURUKSHETRA,,0,0.5,-100%,NR,56.7,33.6,69%,LE
13,MAHENDRAGARH,,0,0,-100%,NR,12,20.7,-42%,D
14,NUH,,0,0,-100%,NR,12.4,17.4,-29%,D
15,PALWAL,,0,0,-100%,NR,16,16.8,-5%,N
16,PANCHKULA,,0,0.3,-100%,NR,48.4,60.6,-20%,D
17,PANIPAT,,0,0.7,-100%,NR,37.5,33.5,12%,N
18,REWARI,,0,0.1,-100%,NR,15.2,18.7,-19%,N
,,,DISTRICTWISE RAINFALL DISTRIBUTION,,,,,,,
S.No.,MET.,SUBDIVISION/ UT,DAY :,22.02.2026,TO,22.02.2026,PERIOD :,01.01.2026,TO,22.02.2026
,STATE/DISTRICT (NAME),,ACTUAL,NORMAL,% DEP.,CAT.,ACTUAL,NORMAL,% DEP.,CAT.
,,,(mm),(mm),,,(mm),(mm),,
19,ROHTAK,,0,0.2,-100%,NR,21,26.6,-21%,D
20,SIRSA,,0,0.1,-100%,NR,6.7,17.8,-62%,LD
21,SONEPAT,,0,0.2,-100%,NR,13.9,33.2,-58%,D
22,YAMUNA NAGAR,,0,1,-100%,NR,43.2,66.7,-35%,D
,CHANDIGARH (UT),,0,0.5,-100%,NR,65.3,58.8,11%,N
,DELHI,,0,0.1,-100%,NR,22.6,32.6,-31%,D
1,CENTRAL DELHI,,0,0.1,-100%,NR,40.6,38.4,6%,N
2,EAST DELHI,,0,0.1,-100%,NR,27,38.4,-30%,D
3,NEW DELHI,,0,0.1,-100%,NR,25.3,36.2,-30%,D
4,NORTH DELHI,,,1,,*,,36.6,,*
5,NORTH EAST DELHI,,0,0.1,-100%,NR,22.4,38.4,-42%,D
6,NORTH WEST DELHI,,0,0.1,-100%,NR,13.5,23.2,-42%,D
7,SOUTH DELHI,,0,0.1,-100%,NR,20.6,38.4,-46%,D
8,SOUTH EAST DELHI,,0,0.1,-100%,NR,24.8,38.4,-36%,D
9,SOUTH WEST DELHI,,0,0,-100%,NR,20.5,35.5,-42%,D
10,WEST DELHI,,0,0,-100%,NR,20,34,-41%,D
14,PUNJAB,,0,0.3,-100%,NR,34.9,41.3,-16%,N
1,AMRITSAR,,0,0.4,-100%,NR,25.7,44.5,-42%,D
2,BARNALA,,0,0.3,-100%,NR,28.4,28.1,1%,N
3,BHATINDA,,0,0.2,-100%,NR,5.5,28,-80%,LD
4,FARIDKOT,,0,0,-100%,NR,7.2,32.4,-78%,LD
5,FATEHGARH SAHIB,,0,0,-100%,NR,66.5,35.2,89%,LE
6,FAZILKA,,0,0,-100%,NR,3.3,23.7,-86%,LD
7,FEROZEPUR,,0,0.1,-100%,NR,3.7,26.1,-86%,LD
8,GURDASPUR,,0,0.5,-100%,NR,99.3,68.7,45%,E
9,HOSHIARPUR,,0,0.6,-100%,NR,43.8,63.5,-31%,D
10,JALANDHAR,,0,0.5,-100%,NR,33.7,55,-39%,D
11,KAPURTHALA,,0,0.1,-100%,NR,35.2,43.7,-19%,N
12,LUDHIANA,,0,0.3,-100%,NR,52.3,40,31%,E
13,MANSA,,0,0.1,-100%,NR,22,23,-5%,N
14,MOGA,,0,0.2,-100%,NR,25,24.4,2%,N
15,MUKTSAR,,0,0.2,-100%,NR,4,35.1,-89%,LD
16,PATHANKOT,,0,0.9,-100%,NR,88.4,115.4,-23%,D
17,PATIALA,,0,0.5,-100%,NR,54.9,43.4,26%,E
18,RUPNAGAR,,0,0.6,-100%,NR,67.6,68.1,-1%,N
19,SANGRUR,,0,0,-100%,NR,37.2,32.8,13%,N
20,SAS NAGAR (MOHALI),,0,0.4,-100%,NR,31.1,52.8,-41%,D
21,SBS NAGAR,,0,0.7,-100%,NR,77.4,67.1,15%,N
22,TARN TARAN,,0,0,-100%,NR,20.8,27.6,-25%,D
15,HIMACHAL PRADESH,,0,2.8,-100%,NR,104.6,160.8,-35%,D
1,BILASPUR,,0,1.2,-100%,NR,85.9,94.8,-9%,N
2,CHAMBA,,0,3.2,-100%,NR,99.4,232.6,-57%,D
3,HAMIRPUR,,0,1.6,-100%,NR,97.3,108.1,-10%,N
4,KANGRA,,0,2.3,-100%,NR,92.7,140.2,-34%,D
5,KINNAUR,,0,3.4,-100%,NR,64.6,185.9,-65%,LD
6,KULLU,,0,3,-100%,NR,129,166.1,-22%,D
7,LAHAUL & SPITI,,0,4,-100%,NR,137.8,188.4,-27%,D
8,MANDI,,0,1.7,-100%,NR,96.8,116.3,-17%,N
9,SHIMLA,,0,1.8,-100%,NR,77.1,119.5,-36%,D
10,SIRMAUR,,0,1,-100%,NR,81,96.6,-16%,N
11,SOLAN,,0,1.3,-100%,NR,115.9,107.6,8%,N
12,UNA,,0,1.2,-100%,NR,111.8,86,30%,E
16,J & K AND LADAKH,,0,3.6,-100%,NR,87.5,191.8,-54%,D
,JAMMU & KASHMIR(UT),,0,3.6,-100%,NR,87.5,191.8,-54%,D
1,ANANTNAG,,0,3.1,-100%,NR,72.6,152.9,-52%,D
2,BADGAM,,0,5.4,-100%,NR,41.1,131.2,-69%,LD
3,BANDIPORE,,0,2.9,-100%,NR,36.5,150.2,-76%,LD
4,BARAMULA,,0,2.5,-100%,NR,86.8,177.2,-51%,D
5,DODA,,0,4.2,-100%,NR,180.9,254.8,-29%,D
6,GANDERBAL,,0,4.3,-100%,NR,120.6,162.9,-26%,D
7,JAMMU,,0,1.5,-100%,NR,67.9,122.4,-44%,D
8,KATHUA,,0,0.9,-100%,NR,94.1,157.6,-40%,D
9,KISTWAR,,0,4.2,-100%,NR,30,254.8,-88%,LD
10,KULGAM,,0,4.5,-100%,NR,73.2,270.4,-73%,LD
11,KUPWARA,,0,5.5,-100%,NR,43.5,180.9,-76%,LD
12,POONCH,,0,9.5,-100%,NR,131.5,173.5,-24%,D
13,PULWAMA,,0,1.6,-100%,NR,59.4,94.2,-37%,D
14,RAJOURI,,0,4.6,-100%,NR,102.9,131.5,-22%,D
15,RAMBAN,,0,6.1,-100%,NR,175.3,340.2,-48%,D
16,REASI,,0,3.2,-100%,NR,127.2,200.6,-37%,D
,,,DISTRICTWISE RAINFALL DISTRIBUTION,,,,,,,
S.No.,MET.,SUBDIVISION/ UT,DAY :,22.02.2026,TO,22.02.2026,PERIOD :,01.01.2026,TO,22.02.2026
,STATE/DISTRICT (NAME),,ACTUAL,NORMAL,% DEP.,CAT.,ACTUAL,NORMAL,% DEP.,CAT.
,,,(mm),(mm),,,(mm),(mm),,
17,SAMBA,,0,2.3,-100%,NR,93,84,11%,N
18,SHOPIAN,,0,0.2,-100%,NR,25,109.2,-77%,LD
19,SRINAGAR,,0,2.5,-100%,NR,69,166.4,-59%,D
20,UDHAMPUR,,0,1.7,-100%,NR,109.7,165.5,-34%,D
,LADAKH (UT),,0,1.7,-100%,NR,7.6,10.7,-29%,D
1,KARGIL,,0,4.9,-100%,NR,24.6,24,3%,N
2,LADAKH (LEH),,0,0.7,-100%,NR,2.4,6.6,-64%,LD
,RAJASTHAN,,0,0.1,-100%,NR,8.1,8.4,-4%,N
17,EAST RAJASTHAN,,0,0,-100%,NR,12,9.6,25%,E
1,AJMER,,0,0,-100%,NR,9.9,6.6,50%,E
2,ALWAR,,0,0.1,-100%,NR,14.9,17.8,-17%,N
3,BANSWARA,,0,0,-100%,NR,1.9,4.4,-58%,D
4,BARAN,,0,0.2,-100%,NR,17.4,9.3,87%,LE
5,BHARATPUR,,0,0.1,-100%,NR,22.2,15.9,40%,E
6,BHILWARA,,0,0,-100%,NR,14.5,7.6,91%,LE
7,BUNDI,,0,0,-100%,NR,10,9.1,10%,N
8,CHITTORGARH,,0,0.1,-100%,NR,7,6,17%,N
9,DAUSA,,0,0,-100%,NR,14.6,12.9,13%,N
10,DHOLPUR,,0,0.1,-100%,NR,17.8,13.9,28%,E
11,DUNGARPUR,,0,0,-100%,NR,0,3,-100%,NR
12,JAIPUR,,0,0.1,-100%,NR,21.4,12.5,71%,LE
13,JHALAWAR,,0,0.2,-100%,NR,16.6,9.2,80%,LE
14,JHUNJHUNU,,0,0,-100%,NR,17.8,16.4,8%,N
15,KARAULI,,0,0,-100%,NR,16.7,14.2,17%,N
16,KOTA,,0,0,-100%,NR,11.2,9,24%,E
17,PRATAPGARH,,0,0.2,-100%,NR,0,6.3,-100%,NR
18,RAJSAMAND,,0,0,-100%,NR,12.9,5.4,138%,LE
19,SAWAI MADHOPUR,,0,0.1,-100%,NR,19.9,12.5,59%,E
20,SIKAR,,0,0.1,-100%,NR,14.1,13.7,3%,N
21,SIROHI,,0,0,-100%,NR,0,4.8,-100%,NR
22,TONK,,0,0,-100%,NR,12.8,8.8,46%,E
23,UDAIPUR,,0,0,-100%,NR,0.2,4.5,-96%,LD
18,WEST RAJASTHAN,,0,0,-100%,NR,5,7.3,-32%,D
1,BARMER,,0,0,-100%,NR,4.1,3.6,13%,N
2,BIKANER,,0,0,-100%,NR,5.5,11,-50%,D
3,CHURU,,0,0.2,-100%,NR,12.6,11.9,6%,N
4,HANUMANGARH,,0,0.1,-100%,NR,13.4,14.3,-6%,N
5,JAISALMER,,0,0,-100%,NR,3.9,4.2,-6%,N
6,JALORE,,0,0,-100%,NR,3.4,5,-33%,D
7,JODHPUR,,0,0.1,-100%,NR,3,5.6,-47%,D
8,NAGAUR,,0,0,-100%,NR,0.4,8.5,-95%,LD
9,PALI,,0,0.1,-100%,NR,3.6,5.7,-37%,D
10,SRI GANGANAGAR,,0,0.2,-100%,NR,7.6,13.7,-44%,D
,MADHYA PRADESH,,0,0.2,-82%,LD,8.7,20.5,-58%,D
19,EAST MADHYA PRADESH,,0,0.2,-100%,NR,3.3,30.6,-89%,LD
1,ANUPPUR,,0,0,-100%,NR,1.8,31.7,-94%,LD
2,BALAGHAT,,0,0.3,-100%,NR,0,34.1,-100%,NR
3,CHHATARPUR,,0,0.1,-100%,NR,9.6,26.5,-64%,LD
4,CHHINDWARA,,0,0.2,-100%,NR,0,27.5,-100%,NR
5,DAMOH,,0,0.5,-100%,NR,5.7,31,-82%,LD
6,DINDORI,,0,0.1,-100%,NR,0,32.1,-100%,NR
7,JABALPUR,,0,0.3,-100%,NR,0.5,29.4,-98%,LD
8,KATNI,,0,0,-100%,NR,1.6,28.2,-94%,LD
9,MANDLA,,0,0.1,-100%,NR,0,39.2,-100%,NR
10,NARSINGHPUR,,0,0.1,-100%,NR,0.8,19.9,-96%,LD
11,NIWARI,,0,0.9,-100%,NR,39.5,18.8,110%,LE
12,PANNA,,0,0.3,-100%,NR,4.1,34.6,-88%,LD
13,REWA,,0,0.1,-100%,NR,2,31.8,-94%,LD
14,SAGAR,,0,0.1,-100%,NR,13.5,23,-41%,D
15,SATNA,,0,0.6,-100%,NR,1.4,32,-95%,LD
16,SEONI,,0,0.1,-100%,NR,0,31.5,-100%,NR
17,SHAHDOL,,0,0.3,-100%,NR,0,38.1,-100%,NR
18,SIDHI,,0,0.1,-100%,NR,0,32.6,-100%,NR
19,SINGRAULI,,0,0,-100%,NR,0,24.8,-100%,NR
20,TIKAMGARH,,0,0.1,-100%,NR,16,23.1,-31%,D
21,UMARIA,,0,0.3,-100%,NR,0,48,-100%,NR
20,WEST MADHYA PRADESH,,0.1,0.2,-67%,LD,12.9,12.7,1%,N
1,AGAR-MALWA,,0,0,-100%,NR,20.8,10.8,92%,LE
2,ALIRAJPUR,,0,0,-100%,NR,2.6,2,30%,E
3,ASHOKNAGAR,,0,0.3,-100%,NR,25.3,15,68%,LE
,,,DISTRICTWISE RAINFALL DISTRIBUTION,,,,,,,
S.No.,MET.,SUBDIVISION/ UT,DAY :,22.02.2026,TO,22.02.2026,PERIOD :,01.01.2026,TO,22.02.2026
,STATE/DISTRICT (NAME),,ACTUAL,NORMAL,% DEP.,CAT.,ACTUAL,NORMAL,% DEP.,CAT.
,,,(mm),(mm),,,(mm),(mm),,
4,BARWANI,,0,0,-100%,NR,1.8,2.7,-34%,D
5,BETUL,,0,0.4,-100%,NR,0,19.4,-100%,NR
6,BHIND,,0,0.6,-100%,NR,27.3,17.8,53%,E
7,BHOPAL,,0,1.1,-100%,NR,11.7,18.4,-36%,D
8,BURHANPUR,,2.3,0.1,2233%,LE,11.3,10.7,6%,N
9,DATIA,,0,0.3,-100%,NR,25.8,19.5,32%,E
10,DEWAS,,0,0.1,-100%,NR,5.2,10.8,-52%,D
11,DHAR,,0,0,-100%,NR,6.1,3.2,91%,LE
12,GUNA,,0,0,-100%,NR,24.4,17.3,41%,E
13,GWALIOR,,0,0.2,-100%,NR,47.6,21.5,122%,LE
14,HARDA,,0,0,-100%,NR,3.5,14.2,-76%,LD
15,INDORE,,0,0.1,-100%,NR,9.5,6.5,47%,E
16,JHABUA,,0,0.1,-100%,NR,9.5,3.5,171%,LE
17,KHANDWA,,0,0.1,-100%,NR,2.4,9.3,-74%,LD
18,KHARGONE,,0,0.1,-100%,NR,2.9,5.6,-49%,D
19,MANDSAUR,,0,0.2,-100%,NR,0.8,6.5,-88%,LD
20,MORENA,,0,0.1,-100%,NR,25.9,14.7,76%,LE
21,NARMADAPURAM,,0.5,0.4,17%,N,4.2,18,-77%,LD
22,NEEMUCH,,0,0.2,-100%,NR,1,7.8,-87%,LD
23,RAISEN,,0,0.3,-100%,NR,10,17.8,-44%,D
24,RAJGARH,,0,0.2,-100%,NR,14.6,13.2,10%,N
25,RATLAM,,0,0,-100%,NR,14.1,5.8,144%,LE
26,SEHORE,,0,0.2,-100%,NR,5.2,17.2,-70%,LD
27,SHAJAPUR,,0,0.2,-100%,NR,16.3,12.6,30%,E
28,SHEOPUR,,0,0,-100%,NR,17.8,10.2,75%,LE
29,SHIVPURI,,0,0.2,-100%,NR,28.7,17.7,62%,LE
30,UJJAIN,,0,0.1,-100%,NR,21.6,9.2,134%,LE
31,VIDISHA,,0,0.2,-100%,NR,17.7,20.7,-14%,N
,GUJARAT,,0,0,-100%,NR,0.2,1,-76%,LD
21,GUJARAT REGION,,0,0.1,-100%,NR,0.3,1.4,-81%,LD
1,AHMEDABAD,,0,0.1,-100%,NR,0,0.8,-100%,NR
2,ANAND,,0,0,-100%,NR,0,1.2,-100%,NR
3,ARAVALLI,,0,0,-100%,NR,0,0.8,-100%,NR
4,BANASKANTHA,,0,0,-100%,NR,0.5,2,-75%,LD
5,BHARUCH,,0,0,-100%,NR,0,0,-100%,NR
6,CHHOTA UDEPUR,,0,0,-100%,NR,0.4,1.3,-69%,LD
7,DADARA & NAGAR HAVELI,,,0.1,,*,,0.1,,*
8,DAHOD,,0,0.1,-100%,NR,2.1,1.3,62%,LE
9,DAMAN,,0,0.1,-100%,NR,0,0.1,-100%,NR
10,DANGS,,0,1.1,-100%,NR,0,3.1,-100%,NR
11,GANDHINAGAR,,0,0,-100%,NR,0,0.6,-100%,NR
12,KHEDA,,0,0,-100%,NR,0,1.4,-100%,NR
13,MAHISAGAR,,0,0,-100%,NR,1.3,1.1,21%,E
14,MEHSANA,,0,0,-100%,NR,0,5.7,-100%,NR
15,NARMADA,,0,0,-100%,NR,0,0.4,-100%,NR
16,NAVSARI,,0,0,-100%,NR,0,0.4,-100%,NR
